Id,SalePrice
1904,64694.316
1905,110547.09
1906,24492.078
1907,57946.285
1908,41498.164
1909,46349.0
1910,49735.727
1911,100.88922
1912,50250.836
1913,9245.531
1914,22866.78
1915,50246.62
1916,31093.188
1917,42657.27
1918,51848.67
1919,24667.07
1920,50272.504
1921,117066.336
1922,109319.72
1923,71.88221
1924,71820.84
1925,84327.72
1926,111693.93
1927,56554.348
1928,46012.168
1929,43752.42
1930,4315.6646
1931,27832.787
1932,46427.926
1933,149297.36
1934,55813.957
1935,56013.336
1936,64690.305
1937,62128.125
1938,66079.5
1939,117754.18
1940,42895.023
1941,57998.145
1942,53186.438
1943,41983.1
1944,127910.664
1945,129444.125
1946,1658.5193
1947,76965.484
1948,27806.652
1949,42668.824
1950,69169.26
1951,33655.055
1952,74834.33
1953,36808.234
1954,68961.84
1955,47893.79
1956,42905.5
1957,51960.695
1958,36948.285
1959,51887.555
1960,41048.258
1961,55493.85
1962,38092.25
1963,39695.14
1964,37594.203
1965,36659.062
1966,57885.86
1967,110552.89
1968,72531.195
1969,118426.07
1970,127133.18
1971,63960.96
1972,110759.09
1973,94681.945
1974,110941.77
1975,24930.398
1976,105989.93
1977,130050.56
1978,130033.695
1979,146438.72
1980,84471.88
1981,140807.75
1982,92389.086
1983,91624.83
1984,77611.984
1985,55921.266
1986,80260.17
1987,81364.875
1988,61957.715
1989,67944.875
1990,74984.49
1991,107755.7
1992,76670.83
1993,60539.07
1994,76728.984
1995,62106.086
1996,89030.516
1997,86033.94
1998,94403.16
1999,92737.6
2000,105717.67
2001,102499.055
2002,84793.84
2003,90735.34
2004,108204.484
2005,73690.91
2006,92583.75
2007,84493.8
2008,78450.29
2009,51621.414
2010,69037.38
2011,52325.05
2012,63203.246
2013,64415.426
2014,73412.99
2015,56.689857
2016,73170.73
2017,79817.75
2018,14065.949
2019,44295.453
2020,35185.38
2021,265.74756
2022,31142.629
2023,46055.984
2024,56182.184
2025,111404.25
2026,82074.07
2027,70899.32
2028,63817.652
2029,67865.87
2030,94147.73
2031,91905.58
2032,89179.4
2033,95423.19
2034,75063.2
2035,76103.92
2036,89537.484
2037,91536.7
2038,44304.496
2039,41357.43
2040,64352.18
2041,53931.305
2042,74942.1
2043,38584.02
2044,43218.89
2045,113834.69
2046,60097.625
2047,46898.086
2048,63849.31
2049,57092.633
2050,57734.57
2051,25631.445
2052,22914.547
2053,62230.477
2054,35432.477
2055,52994.895
2056,49789.83
2057,35467.47
2058,68507.7
2059,21542.922
2060,65020.285
2061,61555.746
2062,48032.8
2063,49001.207
2064,39164.145
2065,21099.686
2066,80.80402
2067,36089.152
2068,52498.5
2069,26467.738
2070,30944.12
2071,38253.344
2072,26137.248
2073,738.73376
2074,241.22008
2075,57431.76
2076,45373.34
2077,62253.98
2078,45831.117
2079,43493.32
2080,43883.387
2081,43106.305
2082,47688.008
2083,50656.03
2084,49987.375
2085,40480.742
2086,42079.867
2087,40081.066
2088,34707.023
2089,37443.168
2090,28070.787
2091,12761.781
2092,37867.066
2093,17908.234
2094,46093.332
2095,26188.475
2096,22177.273
2097,30533.908
2098,44597.0
2099,15891.417
2100,20890.98
2101,25025.16
2102,44831.586
2103,26283.08
2104,26524.242
2105,62196.656
2106,10957.643
2107,61267.125
2108,48190.0
2109,42148.227
2110,32691.416
2111,46213.1
2112,45600.523
2113,32834.742
2114,908.2158
2115,50481.977
2116,25983.725
2117,30238.61
2118,44554.574
2119,34911.754
2120,17462.03
2121,23872.82
2122,43303.47
2123,29547.434
2124,31317.85
2125,24308.82
2126,50129.402
2127,2708.565
2128,49543.19
2129,23935.082
2130,28169.936
2131,159642.67
2132,29469.621
2133,51766.16
2134,48026.203
2135,32549.213
2136,12560.342
2137,23693.541
2138,20771.084
2139,43949.855
2140,561.5945
2141,61438.098
2142,43528.508
2143,106029.97
2144,23281.164
2145,54249.484
2146,31256.77
2147,49705.332
2148,50811.2
2149,40182.07
2150,80022.78
2151,42128.21
2152,54697.035
2153,369643.6
2154,40639.957
2155,53253.18
2156,41414.742
2157,89528.35
2158,91659.78
2159,82982.17
2160,67325.01
2161,79684.805
2162,39382.656
2163,102751.96
2164,94546.33
2165,57944.184
2166,59248.094
2167,73282.05
2168,66982.375
2169,66265.29
2170,119.79744
2171,42717.93
2172,37129.992
2173,62090.098
2174,85087.01
2175,94157.875
2176,97139.016
2177,92633.2
2178,71691.44
2179,55205.113
2180,34847.188
2181,68619.45
2182,85476.83
2183,66656.234
2184,26081.047
2185,43353.18
2186,25911.07
2187,24260.668
2188,41450.938
2189,114254.945
2190,34432.918
2191,31088.264
2192,35705.855
2193,36372.11
2194,43575.773
2195,72.05674
2196,36304.945
2197,24777.11
2198,51829.887
2199,70503.05
2200,28070.6
2201,1064.9402
2202,46805.105
2203,44198.062
2204,62052.92
2205,22027.691
2206,25900.148
2207,30987.297
2208,99899.74
2209,42403.477
2210,45088.812
2211,32010.633
2212,44689.137
2213,28508.531
2214,22136.023
2215,37548.016
2216,45170.156
2217,13947.045
2218,31539.625
2219,25141.326
2220,15914.471
2221,50593.99
2222,55874.297
2223,44912.98
2224,77417.266
2225,39235.773
2226,67012.6
2227,88280.56
2228,93479.94
2229,106585.86
2230,51695.22
2231,85512.22
2232,31139.986
2233,24758.943
2234,79814.48
2235,74253.94
2236,95433.195
2237,105396.53
2238,68383.414
2239,35304.605
2240,55055.266
2241,36028.63
2242,42913.11
2243,42682.5
2244,36072.086
2245,28092.4
2246,741.8224
2247,41386.39
2248,54597.96
2249,42353.402
2250,42144.605
2251,27965.266
2252,63217.53
2253,53401.734
2254,55188.426
2255,59989.97
2256,58679.58
2257,70540.31
2258,56808.63
2259,59259.508
2260,27128.367
2261,47806.54
2262,45670.203
2263,117365.48
2264,80456.2
2265,52138.152
2266,126439.26
2267,149574.4
2268,48350.477
2269,22072.99
2270,70081.92
2271,73837.586
2272,49577.555
2273,56388.633
2274,68059.54
2275,67268.15
2276,51327.754
2277,43665.297
2278,61241.188
2279,61288.574
2280,41742.516
2281,71032.71
2282,82759.46
2283,39437.98
2284,41319.625
2285,48729.47
2286,45228.004
2287,126369.46
2288,102490.45
2289,146876.9
2290,159967.6
2291,120976.81
2292,84566.67
2293,164366.66
2294,134111.94
2295,177823.86
2296,122575.28
2297,129802.62
2298,129769.82
2299,120183.125
2300,115030.0
2301,106361.14
2302,92106.33
2303,101438.984
2304,111378.22
2305,91858.95
2306,79193.58
2307,78212.805
2308,98384.695
2309,111384.38
2310,102285.79
2311,89545.516
2312,68277.0
2313,58684.73
2314,66031.625
2315,73189.22
2316,79530.76
2317,58.5479
2318,67004.1
2319,75487.4
2320,78868.875
2321,91082.41
2322,73518.72
2323,73889.57
2324,70113.21
2325,83804.67
2326,65791.56
2327,73290.78
2328,77733.766
2329,69274.81
2330,66218.414
2331,97980.75
2332,145782.97
2333,107661.1
2334,82139.69
2335,59122.45
2336,93061.69
2337,81704.37
2338,103129.336
2339,78727.9
2340,126508.61
2341,89318.05
2342,90773.86
2343,86176.83
2344,82312.13
2345,91438.45
2346,90581.016
2347,81928.93
2348,95769.17
2349,74622.09
2350,99334.0
2351,93308.83
2352,87081.805
2353,84460.69
2354,58341.87
2355,56281.5
2356,53153.17
2357,70695.68
2358,71683.914
2359,49170.344
2360,38510.64
2361,62985.3
2362,49451.234
2363,41149.777
2364,43635.203
2365,88114.53
2366,86753.22
2367,105243.664
2368,93340.25
2369,103326.03
2370,66306.38
2371,71336.305
2372,56093.953
2373,32699.18
2374,33811.83
2375,120388.46
2376,118185.75
2377,98384.695
2378,57782.715
2379,65197.996
2380,53663.844
2381,45390.35
2382,41973.41
2383,81053.84
2384,106237.97
2385,1027.3496
2386,38460.062
2387,33744.53
2388,42426.656
2389,30719.441
2390,35159.113
2391,40605.363
2392,40151.117
2393,51064.344
2394,44290.426
2395,46338.836
2396,53615.86
2397,54677.477
2398,33151.85
2399,32830.17
2400,53.69318
2401,36821.58
2402,44501.918
2403,60848.047
2404,59479.65
2405,28489.232
2406,37424.676
2407,50958.336
2408,41064.86
2409,37560.836
2410,28191.785
2411,42344.84
2412,51055.43
2413,47597.453
2414,50199.01
2415,49098.18
2416,40558.65
2417,168406.28
2418,99466.81
2419,50133.133
2420,39262.99
2421,16220.979
2422,1099.7919
2423,40322.074
2424,47722.492
2425,52438.152
2426,29803.82
2427,53515.07
2428,50330.26
2429,44865.805
2430,49000.508
2431,36815.535
2432,50580.867
2433,37650.535
2434,41792.664
2435,25206.727
2436,43510.867
2437,52470.367
2438,28510.434
2439,27333.559
2440,24494.273
2441,23595.156
2442,25245.965
2443,52940.945
2444,32461.203
2445,23239.59
2446,29411.836
2447,62962.0
2448,27433.375
2449,28829.08
2450,50146.09
2451,43988.98
2452,32932.84
2453,39686.285
2454,37698.54
2455,20702.26
2456,45847.47
2457,21814.156
2458,47577.57
2459,29008.184
2460,35528.137
2461,49388.17
2462,29810.527
2463,46738.953
2464,57890.055
2465,29419.945
2466,43771.203
2467,24598.777
2468,22442.64
2469,22572.682
2470,64159.395
2471,62523.035
2472,28052.615
2473,21080.336
2474,3544.0698
2475,75560.58
2476,43295.457
2477,47321.266
2478,35714.574
2479,23693.586
2480,73367.84
2481,122448.516
2482,37111.195
2483,35237.832
2484,64648.12
2485,50988.574
2486,33615.375
2487,579.5694
2488,37907.246
2489,33774.25
2490,127770.22
2491,17433.807
2492,108527.34
2493,40440.15
2494,43197.047
2495,32928.945
2496,39107.49
2497,61786.95
2498,47684.867
2499,23799.71
2500,65712.49
2501,57569.297
2502,28917.5
2503,35405.996
2504,94357.34
2505,75984.766
2506,92887.36
2507,95604.82
2508,93947.17
2509,76265.94
2510,80182.59
2511,65448.31
2512,75195.68
2513,39358.29
2514,131179.11
2515,52688.496
2516,57247.42
2517,55891.086
2518,54408.445
2519,90591.38
2520,73419.64
2521,67856.23
2522,82447.266
2523,32440.064
2524,37662.062
2525,40094.37
2526,38823.055
2527,41109.258
2528,34229.1
2529,47745.71
2530,43242.883
2531,45941.57
2532,82850.27
2533,75593.805
2534,44802.605
2535,98923.234
2536,80729.37
2537,100871.84
2538,72625.81
2539,64739.31
2540,68865.69
2541,61930.66
2542,53315.48
2543,907.83875
2544,84552.88
2545,21602.793
2546,38572.906
2547,46874.164
2548,43220.83
2549,52544.83
2550,11020.57
2551,63676.125
2552,122792.2
2553,29078.678
2554,38063.85
2555,19470.982
2556,20627.426
2557,37108.785
2558,1410.5872
2559,32496.545
2560,26563.303
2561,58105.438
2562,60751.793
2563,38211.16
2564,33024.305
2565,32096.318
2566,46255.477
2567,30391.986
2568,221810.19
2569,38664.504
2570,43137.562
2571,72115.15
2572,55924.41
2573,67927.64
2574,880.0178
2575,28788.307
2576,17009.623
2577,24254.445
2578,26183.305
2579,6375.819
2580,25772.783
2581,41911.45
2582,31899.67
2583,65676.03
2584,29622.855
2585,66262.13
2586,55062.883
2587,66007.83
2588,49463.875
2589,51674.12
2590,85493.3
2591,67790.51
2592,92787.05
2593,112516.41
2594,45050.258
2595,75276.11
2596,94313.62
2597,67115.125
2598,107483.92
2599,33681.32
2600,59786.184
2601,95475.62
2602,29767.742
2603,35666.887
2604,36361.08
2605,27159.277
2606,48417.477
2607,102708.07
2608,49985.42
2609,40400.75
2610,55565.77
2611,32196.51
2612,25745.39
2613,58344.656
2614,52912.58
2615,56335.58
2616,45179.375
2617,62224.42
2618,73887.734
2619,67633.52
2620,65542.31
2621,57251.844
2622,59157.867
2623,88374.234
2624,53513.387
2625,129832.58
2626,42476.94
2627,69049.37
2628,181906.88
2629,183333.94
2630,155675.28
2631,194213.17
2632,159220.89
2633,129681.61
2634,61834.758
2635,51131.152
2636,47335.71
2637,35737.062
2638,95457.41
2639,59961.71
2640,51388.49
2641,74377.97
2642,83350.35
2643,39226.457
2644,40204.76
2645,41316.273
2646,35745.004
2647,35914.355
2648,26354.39
2649,58020.605
2650,51973.234
2651,55718.547
2652,151118.19
2653,91548.23
2654,101695.766
2655,77166.57
2656,111862.25
2657,140250.22
2658,106188.64
2659,120069.59
2660,131134.08
2661,140394.75
2662,120861.266
2663,114773.695
2664,113589.39
2665,127539.63
2666,140715.53
2667,71080.15
2668,73455.99
2669,67288.555
2670,107904.61
2671,75441.414
2672,87957.86
2673,76514.875
2674,74734.766
2675,84623.8
2676,65611.17
2677,66242.04
2678,84752.29
2679,84053.125
2680,99643.59
2681,124135.07
2682,36848.24
2683,724444.75
2684,49555.902
2685,247663.98
2686,96914.72
2687,35768.67
2688,92151.14
2689,89150.57
2690,167281.47
2691,72235.4
2692,50778.887
2693,78382.38
2694,52954.375
2695,71816.87
2696,66646.06
2697,62071.742
2698,138.95766
2699,64114.742
2700,57365.8
2701,45685.188
2702,35150.9
2703,40031.67
2704,43445.85
2705,34409.875
2706,25457.477
2707,50816.48
2708,45457.93
2709,42958.6
2710,43033.11
2711,1574242.2
2712,53342.133
2713,77029.516
2714,50424.14
2715,71772.63
2716,58220.203
2717,26553.121
2718,72988.195
2719,53747.18
2720,36456.707
2721,45684.055
2722,27983.889
2723,36710.004
2724,50297.633
2725,43782.64
2726,65917.49
2727,60513.785
2728,158094.55
2729,32785.555
2730,57555.08
2731,36587.36
2732,46536.844
2733,34319.453
2734,36125.07
2735,50721.63
2736,57306.91
2737,24519.96
2738,47722.812
2739,50917.24
2740,53579.367
2741,42666.75
2742,50055.547
2743,30702.25
2744,28513.533
2745,46816.668
2746,45303.55
2747,61366.83
2748,42827.58
2749,38264.586
2750,39421.21
2751,35471.055
2752,29382.623
2753,27487.271
2754,42698.62
2755,50237.996
2756,23578.621
2757,8179.294
2758,28641.412
2759,32197.646
2760,22964.186
2761,59872.4
2762,47171.938
2763,46583.65
2764,17420.244
2765,96663.734
2766,27803.816
2767,30969.658
2768,50100.008
2769,25383.338
2770,46006.113
2771,38608.016
2772,43156.82
2773,23192.916
2774,39768.918
2775,42024.28
2776,57459.32
2777,33159.38
2778,33180.258
2779,32620.066
2780,27395.725
2781,31573.121
2782,29090.355
2783,21037.416
2784,41691.83
2785,40027.36
2786,22889.057
2787,44146.836
2788,33019.703
2789,30899.383
2790,21582.426
2791,110.973495
2792,13863.27
2793,29601.447
2794,32488.363
2795,33307.617
2796,24959.73
2797,54586.72
2798,19185.246
2799,21244.098
2800,30153.941
2801,18795.016
2802,42172.59
2803,53343.812
2804,32349.172
2805,30110.203
2806,30118.016
2807,29872.4
2808,54217.414
2809,529.58527
2810,45946.39
2811,291138.06
2812,28781.773
2813,55100.86
2814,51652.688
2815,21176.535
2816,62984.82
2817,52245.367
2818,30110.605
2819,9499.762
2820,49228.805
2821,31164.615
2822,36954.734
2823,74640.03
2824,195556.55
2825,46001.285
2826,51820.05
2827,47677.137
2828,40423.492
2829,194602.33
2830,89268.66
2831,59276.523
2832,87571.586
2833,99645.21
2834,91861.234
2835,80484.83
2836,63476.766
2837,52479.176
2838,49626.844
2839,59670.777
2840,65826.4
2841,71691.64
2842,82045.74
2843,54443.742
2844,64061.934
2845,40902.58
2846,73663.016
2847,73977.28
2848,74977.13
2849,71526.984
2850,95974.52
2851,79479.35
2852,82650.93
2853,77870.07
2854,55764.266
2855,73854.2
2856,78580.05
2857,64170.96
2858,77778.03
2859,5603.482
2860,45846.2
2861,31735.445
2862,65844.29
2863,29629.354
2864,87948.3
2865,65817.11
2866,62462.723
2867,38604.227
2868,9849.45
2869,20576.988
2870,39344.363
2871,12838.325
2872,16527.414
2873,37912.992
2874,46729.1
2875,35362.023
2876,46621.914
2877,34290.008
2878,28202.893
2879,42355.02
2880,39649.02
2881,50247.29
2882,37986.684
2883,53864.38
2884,32428.125
2885,71776.74
2886,65763.65
2887,41737.777
2888,38764.82
2889,16606.21
2890,26719.969
2891,49604.56
2892,15630.561
2893,32741.621
2894,29937.684
2895,59630.67
2896,63264.758
2897,73489.695
2898,48859.3
2899,74431.61
2900,52903.594
2901,34845.562
2902,35550.54
2903,126608.07
2904,131307.78
2905,14267.387
2906,69303.695
2907,39105.473
2908,46763.523
2909,44127.555
2910,33977.465
2911,32558.434
2912,54373.586
2913,28552.229
2914,28755.928
2915,34527.99
2916,29883.514
2917,64786.805
2918,286.6654
2919,78601.56
